mondoid,name
MONDO:0004417,nested variant infiltrating bladder urothelial carcinoma
MONDO:0004418,microcystic variant infiltrating bladder urothelial carcinoma
MONDO:0004419,lymphoma-like variant infiltrating bladder urothelial carcinoma
MONDO:0004420,breast malignant eccrine spiradenoma
MONDO:0004421,sclerosing breast papilloma
MONDO:0004422,cerebral falx meningioma
MONDO:0004423,central nervous system extraskeletal osteosarcoma
MONDO:0004424,obsolete familial glomangioma
MONDO:0004425,hyperthyroidism
MONDO:0004426,frontal convexity meningioma
MONDO:0004427,supraglottis neoplasm
MONDO:0004428,alveoli adenoma
MONDO:0004429,skin meningioma
MONDO:0004430,penis mixed squamous cell carcinoma
MONDO:0004431,hemarthrosis
MONDO:0004432,mature pericardial teratoma
MONDO:0004433,papillary carcinoma of the penis
MONDO:0004434,obsolete glomangiomyoma
MONDO:0004435,liver fibrosarcoma
MONDO:0004436,ovarian myxoid liposarcoma
MONDO:0004437,obsolete gastric signet ring cell adenocarcinoma
MONDO:0004438,sporadic breast cancer
MONDO:0004439,periocular meningioma
MONDO:0004440,pineal region meningioma
MONDO:0004441,childhood ovarian embryonal carcinoma
MONDO:0004442,testis polyembryoma
MONDO:0004443,chest wall parachordoma
MONDO:0004444,bladder tubulo-cystic clear cell adenocarcinoma
MONDO:0004445,bladder papillary clear cell adenocarcinoma
MONDO:0004446,olfactory groove meningioma
MONDO:0004447,pituitary stalk meningioma
MONDO:0004448,frontal sinus inverted papilloma
MONDO:0004449,intraductal breast myoepitheliosis
MONDO:0004450,carotid artery occlusion
MONDO:0004451,sarcomatous intrahepatic cholangiocarcinoma
MONDO:0004452,childhood central nervous system germinoma
MONDO:0004453,"testicular yolk sac tumor, myxomatous pattern"
MONDO:0004454,cellular congenital mesoblastic nephroma
MONDO:0004455,classic congenital mesoblastic nephroma
MONDO:0004456,cocaine abuse
MONDO:0004457,maxillary sinus Schneiderian papilloma
MONDO:0004458,bladder mixed adenocarcinoma
MONDO:0004459,bladder hepatoid adenocarcinoma
MONDO:0004460,thyroid gland fetal adenoma
MONDO:0004461,vaginal tubulovillous adenoma
MONDO:0004462,extrahepatic bile duct cystadenoma
MONDO:0004463,cellular phase chronic idiopathic myelofibrosis
MONDO:0004464,nephrogenic adenoma of the urethra
MONDO:0004465,periampullary adenocarcinoma
MONDO:0004466,neuronitis
MONDO:0004467,mature gastric teratoma
MONDO:0004468,anal canal Paget disease
MONDO:0004469,pseudovascular skin squamous cell carcinoma
MONDO:0004470,obsolete osteochondrosis
MONDO:0004471,bacterial arthritis
MONDO:0004472,breast columnar cell mucinous carcinoma
MONDO:0004473,epiglottis cancer
MONDO:0004474,gallbladder lymphoma
MONDO:0004475,thymus clear cell carcinoma
MONDO:0004476,obsolete thymus sarcomatoid carcinoma
MONDO:0004477,adrenal gland ganglioneuroblastoma
MONDO:0004478,pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma
MONDO:0004479,malignant childhood germ cell neoplasm
MONDO:0004480,obsolete pancreatic invasive intraductal papillary-mucinous carcinoma
MONDO:0004481,pancreatic intraductal papillary-mucinous neoplasm with an associated invasive carcinoma
MONDO:0004482,fibroosseous pseudotumor of the digits
MONDO:0004483,thyroid gland oncocytic adenoma
MONDO:0004484,gallbladder melanoma
MONDO:0004485,interstitial myocarditis
MONDO:0004486,endocervical type cervical adenomyoma
MONDO:0004487,endometrial type cervical adenomyoma
MONDO:0004488,cervical atypical polypoid adenomyoma
MONDO:0004489,fallopian tube gestational choriocarcinoma
MONDO:0004490,gestational uterine corpus choriocarcinoma
MONDO:0004491,uterine corpus choriocarcinoma
MONDO:0004492,mediastinitis
MONDO:0004493,"testicular yolk sac tumor, papillary pattern"
MONDO:0004494,"testicular yolk sac tumor, hepatoid pattern"
MONDO:0004495,myotonic cataract
MONDO:0004496,myocarditis
MONDO:0004497,tertiary syphilis
MONDO:0004498,sacral spinal canal and spinal cord meningioma
MONDO:0004499,lung hilum carcinoma
MONDO:0004500,lung superior sulcus carcinoma
MONDO:0004501,fallopian tube cystadenofibroma
MONDO:0004502,parapharyngeal meningioma
MONDO:0004503,upper clivus meningioma
MONDO:0004504,penile urethral cancer
MONDO:0004505,central breast papilloma
MONDO:0004506,microscopic breast papilloma
MONDO:0004507,atypical breast papilloma
MONDO:0004508,periapical periodontitis
MONDO:0004509,intrahepatic biliary papillomatosis
MONDO:0004510,inflammatory liposarcoma
MONDO:0004511,lower clivus meningioma
MONDO:0004512,meningeal melanomatosis
MONDO:0004513,adult pleomorphic rhabdomyosarcoma
MONDO:0004514,chronic rhinitis
MONDO:0004515,obsolete olfactory neural tumor
MONDO:0004516,bulbomembranous urethral cancer
MONDO:0004517,ureter tuberculosis
MONDO:0004518,anterior urethra cancer
MONDO:0004519,synovial angioma
MONDO:0004520,intratubular embryonal carcinoma
MONDO:0004521,adult epithelioid sarcoma
MONDO:0004522,peritonitis
MONDO:0004523,clear cell squamous cell skin carcinoma
MONDO:0004524,thyroid gland atypical follicular adenoma
MONDO:0004525,scabies
MONDO:0004526,mixed endometrial stromal and smooth muscle tumor
MONDO:0004527,congenital granular cell tumor
MONDO:0004528,lymph node palisaded myofibroblastoma
MONDO:0004529,non-ossifying fibromyxoid tumor
MONDO:0004530,early invasive cervical adenocarcinoma
MONDO:0004531,sclerosing adenosis of breast
MONDO:0004532,auditory system cancer
MONDO:0004533,perineural angioma
MONDO:0004534,microglandular adenosis of breast
MONDO:0004535,childhood choriocarcinoma of the ovary
MONDO:0004536,obsolete villoglandular variant cervical mucinous adenocarcinoma
MONDO:0004537,intestinal variant cervical mucinous adenocarcinoma
MONDO:0004538,endocervical type cervical mucinous adenocarcinoma
MONDO:0004539,aortic malignant tumor
MONDO:0004540,epithelioid malignant peripheral nerve sheath tumor
MONDO:0004541,pseudoglandular variant testicular seminoma
MONDO:0004542,"cervical adenosquamous carcinoma, glassy cell variant"
MONDO:0004543,enteric pattern testicular yolk sac tumor
MONDO:0004544,chordoid meningioma
MONDO:0004545,adult malignant schwannoma
MONDO:0004546,lumbar plexus neoplasm
MONDO:0004547,reticular pattern testicular yolk sac tumor
MONDO:0004548,adult type testicular granulosa cell tumor
MONDO:0004549,cork-handlers' disease
MONDO:0004550,malignant cornea melanoma
MONDO:0004551,Meckel diverticulitis
MONDO:0004552,microinvasive cervical squamous cell carcinoma
MONDO:0004553,extrinsic allergic alveolitis
MONDO:0004554,childhood kidney angiomyolipoma
MONDO:0004555,kidney angiomyolipoma
MONDO:0004556,carcinoma arising in nasal papillomatosis
MONDO:0004557,congenital fibrosarcoma
MONDO:0004558,thyroid gland macrofollicular adenoma
MONDO:0004559,malignant glandular tumor of peripheral nerve sheath
MONDO:0004560,follicular infundibulum tumor
MONDO:0004561,retinal melanoma
MONDO:0004562,breast apocrine carcinoma in situ
MONDO:0004563,physiological polycythemia
MONDO:0004564,thyroid malformation
MONDO:0004565,intestinal obstruction
MONDO:0004566,postgastrectomy syndrome
MONDO:0004567,ileus
MONDO:0004568,paralytic ileus
MONDO:0004569,brachial plexus neuropathy from injury
MONDO:0004570,intestinal volvulus
MONDO:0004571,intestinal impaction
MONDO:0004572,cyclothymic disorder
MONDO:0004573,ariboflavinosis
MONDO:0004574,pyridoxine deficiency anemia
MONDO:0004575,choline deficiency disease
MONDO:0004576,obsolete pellagra
MONDO:0004577,corneal ulcer
MONDO:0004578,flat retinoschisis
MONDO:0004579,retinoschisis
MONDO:0004580,retinal degeneration
MONDO:0004581,obsolete localized scleroderma
MONDO:0004582,rheumatic myocarditis
MONDO:0004583,transient retinal arterial occlusion
MONDO:0004584,maple bark strippers' lung
MONDO:0004585,polyhydramnios
MONDO:0004586,rheumatoid lung disease
MONDO:0004587,hereditary night blindness
MONDO:0004588,night blindness
MONDO:0004589,obsolete hereditary retinal dystrophy
MONDO:0004590,obsolete fundus dystrophy
MONDO:0004591,impetigo herpetiformis
MONDO:0004592,impetigo
MONDO:0004593,Bartholin duct cyst
MONDO:0004594,puerperal pulmonary embolism
MONDO:0004595,acute pulmonary heart disease
MONDO:0004596,cor pulmonale
MONDO:0004597,pulmonary embolism and infarction
MONDO:0004598,acute cor pulmonale
MONDO:0004599,barbiturate abuse
MONDO:0004600,monocytic leukemia
MONDO:0004601,ulcer of lower limbs
MONDO:0004602,obsolete polymyalgia rheumatica
MONDO:0004603,collagenopathy
MONDO:0004604,"Hodgkin's lymphoma, lymphocytic-histiocytic predominance"
MONDO:0004605,chronic ulcer of skin
MONDO:0004606,obsolete pyoderma gangrenosum
MONDO:0004607,vallecula cancer
MONDO:0004608,oropharynx cancer
MONDO:0004609,herpes simplex infectious disease
MONDO:0004610,obsolete multiple carboxylase deficiency
MONDO:0004611,soft palate cancer
MONDO:0004612,malignant histiocytosis
MONDO:0004613,acute intestinal ischemia
MONDO:0004614,chronic monocytic leukemia
MONDO:0004615,upper gum cancer
MONDO:0004616,herpetic whitlow
MONDO:0004617,recurrent hypersomnia
MONDO:0004618,diplegia of upper limb
MONDO:0004619,measles
MONDO:0004620,"Hodgkin's lymphoma, lymphocytic depletion"
MONDO:0004621,upper lip cancer
MONDO:0004622,chronic intestinal vascular insufficiency
MONDO:0004623,obsolete prostate carcinoma in situ
MONDO:0004624,uvula cancer
MONDO:0004625,phlebitis
MONDO:0004626,obsolete Hodgkin's paragranuloma
MONDO:0004627,duodenitis
MONDO:0004628,gastroduodenitis
MONDO:0004629,subacute delirium
MONDO:0004630,substance-induced psychosis
MONDO:0004631,tongue cancer
MONDO:0004632,obsolete Hodgkin's granuloma
MONDO:0004633,"Hodgkin's lymphoma, mixed cellularity"
MONDO:0004634,vein disease
MONDO:0004635,postcricoid region cancer
MONDO:0004636,lip carcinoma in situ
MONDO:0004637,aryepiglottic fold cancer
MONDO:0004638,lymphosarcoma
MONDO:0004639,perinatal necrotizing enterocolitis
MONDO:0004640,alcoholic gastritis
MONDO:0004641,skin carcinoma in situ
MONDO:0004642,tonsillar pillar cancer
MONDO:0004643,myeloid leukemia
MONDO:0004644,subacute monocytic leukemia
MONDO:0004645,cheek mucosa cancer
MONDO:0004646,decubitus ulcer
MONDO:0004647,in situ carcinoma
MONDO:0004648,vascular dementia
MONDO:0004649,anaerobic pneumonia
MONDO:0004650,malignant carotid body paraganglioma
MONDO:0004651,smallpox
MONDO:0004652,bacterial pneumonia
MONDO:0004653,"atypical chronic myeloid leukemia, BCR-ABL1 negative"
MONDO:0004654,obsolete pyomyositis
MONDO:0004655,obsolete acute megakaryoblastic leukemia
MONDO:0004656,rubella
MONDO:0004657,disseminated chorioretinitis
MONDO:0004658,breast carcinoma in situ
MONDO:0004659,eye carcinoma in situ
MONDO:0004660,lung carcinoma in situ
MONDO:0004661,trachea carcinoma in situ
MONDO:0004662,heterophyiasis
MONDO:0004663,colon carcinoma in situ
MONDO:0004664,helminthiasis
MONDO:0004665,nodular sclerosis classical Hodgkin lymphoma
MONDO:0004666,metagonimiasis
MONDO:0004667,sublingual gland cancer
MONDO:0004668,fascioliasis
MONDO:0004669,salivary gland cancer
MONDO:0004670,lupus erythematosus
MONDO:0004671,penis carcinoma in situ
MONDO:0004672,fasciolopsiasis
MONDO:0004673,lower lip cancer
MONDO:0004674,chorioretinitis
MONDO:0004675,mitochondrial encephalomyopathy
MONDO:0004676,obsolete progressive myoclonus epilepsy
MONDO:0004677,tinea nigra
MONDO:0004678,dermatophytosis
MONDO:0004679,leukoplakia of vagina
MONDO:0004680,primary thrombocytopenia
MONDO:0004681,learning disability
MONDO:0004682,retromolar area cancer
MONDO:0004683,obsolete Evans' syndrome
MONDO:0004684,plantar fibromatosis
MONDO:0004685,Waldeyer's ring cancer
MONDO:0004686,lattice corneal dystrophy
MONDO:0004687,severe nonproliferative diabetic retinopathy
MONDO:0004688,obsolete sideroblastic anemia
MONDO:0004689,inborn metal metabolism disorder
MONDO:0004690,tonsillar fossa cancer
MONDO:0004691,autosomal dominant polycystic kidney disease
MONDO:0004692,obsolete choledochal cyst
MONDO:0004693,squamous carcinoma in situ
MONDO:0004694,hepatopulmonary syndrome
MONDO:0004695,liver lymphoma
MONDO:0004696,larynx carcinoma in situ
MONDO:0004697,esophageal leukoplakia
MONDO:0004698,intestine carcinoma in situ
MONDO:0004699,gastrointestinal lymphoma
MONDO:0004700,parotid gland cancer
MONDO:0004701,uterine polyp
MONDO:0004702,uterine cervix leukoplakia
MONDO:0004703,bladder carcinoma in situ
MONDO:0004704,obsolete peroxisomal disease
MONDO:0004705,liver solitary fibrous tumor
MONDO:0004706,discoid lupus erythematosus of eyelid
MONDO:0004707,anal canal carcinoma in situ
MONDO:0004708,esophagus carcinoma in situ
MONDO:0004709,occipital lobe neoplasm
MONDO:0004710,uterus carcinoma in situ
MONDO:0004711,obsolete amyloidosis
MONDO:0004712,herpes simplex dermatitis
MONDO:0004713,lower gum cancer
MONDO:0004714,atrophic muscular disease
MONDO:0004715,liver carcinoma in situ
MONDO:0004716,stomach carcinoma in situ
MONDO:0004717,peliosis hepatis
MONDO:0004718,xeroderma of eyelid
MONDO:0004719,hard palate cancer
MONDO:0004720,variola minor infection
MONDO:0004721,liver neoplasm
MONDO:0004722,obsolete Wiskott-Aldrich syndrome
MONDO:0004723,liver leiomyoma
MONDO:0004724,submandibular gland cancer
MONDO:0004725,rectum carcinoma in situ
MONDO:0004726,liver inflammatory myofibroblastic tumor
MONDO:0004727,vestibule of mouth cancer
MONDO:0004728,diabetic macular edema
MONDO:0004729,dyskinesia of esophagus
MONDO:0004730,speech disorder
MONDO:0004731,central sleep apnea syndrome
MONDO:0004732,kidney carcinoma in situ
MONDO:0004733,pyriform sinus cancer
MONDO:0004734,obsolete erythromelalgia
MONDO:0004735,obsolete Alagille syndrome
MONDO:0004736,inherited amino acid metabolic disorder
MONDO:0004737,homocystinuria
MONDO:0004738,histidine metabolism disease
MONDO:0004739,urea cycle disorder
MONDO:0004740,obsolete hyperlysinemia
MONDO:0004741,tyrosinemia
MONDO:0004742,primary cerebellar degeneration
MONDO:0004743,hyperhomocysteinemia
MONDO:0004744,borderline glaucoma
MONDO:0004745,priapism
MONDO:0004746,myopathy of extraocular muscle
MONDO:0004747,cleft lip
MONDO:0004748,lip disease
MONDO:0004749,myocardium cancer
MONDO:0004750,language disorder
MONDO:0004751,disease of orbital part of eye adnexa
MONDO:0004752,neurofibroma of the heart
MONDO:0004753,mechanical strabismus
MONDO:0004754,rectal prolapse
MONDO:0004755,monieziasis
MONDO:0004756,nasal cavity neoplasm
MONDO:0004757,chronic ethmoidal sinusitis
MONDO:0004758,scotoma
MONDO:0004759,bestiality
MONDO:0004760,urethral false passage
MONDO:0004761,obsolete urethral diverticulum
MONDO:0004762,Taylor syndrome
MONDO:0004763,carotid artery dissection
MONDO:0004764,fibular collateral ligament bursitis
MONDO:0004765,intrinsic asthma
MONDO:0004766,status asthmaticus
MONDO:0004767,vesiculitis
MONDO:0004768,keratoconjunctivitis
MONDO:0004769,orbital plasma cell granuloma
MONDO:0004770,exophthalmos
MONDO:0004771,Fuchs' heterochromic uveitis
MONDO:0004772,glaucomatocyclitic crisis
MONDO:0004773,iridocyclitis
MONDO:0004774,gonococcal iridocyclitis
MONDO:0004775,lens-induced iridocyclitis
MONDO:0004776,obsolete infectious anterior uveitis
MONDO:0004777,acute laryngitis
MONDO:0004778,epididymo-orchitis
MONDO:0004779,epididymitis
MONDO:0004780,strictly posterior acute myocardial infarction
MONDO:0004781,acute myocardial infarction
MONDO:0004782,diabetes insipidus
MONDO:0004783,obsolete panhypopituitarism
MONDO:0004784,allergic asthma
MONDO:0004785,blepharitis
MONDO:0004786,chronic cholangitis
MONDO:0004787,cervical mullerian papilloma
MONDO:0004788,cervix squamous papilloma
MONDO:0004789,cholangitis
MONDO:0004790,fatty liver disease
MONDO:0004791,obsolete lipid storage disease
MONDO:0004792,cancer of isthmus of fallopian tube
MONDO:0004793,obsolete uterine corpus cancer
MONDO:0004794,exposure keratitis
MONDO:0004795,otitis externa
MONDO:0004796,infectious meningitis
MONDO:0004797,mononeuritis of lower limb
MONDO:0004798,obsolete Sheehan syndrome
MONDO:0004799,ulcerative blepharitis
MONDO:0004800,chronic dacryoadenitis
MONDO:0004801,unilateral hypoactive labyrinth
MONDO:0004802,pulmonary eosinophilia
MONDO:0004803,disseminated eosinophilic collagen disease
MONDO:0004804,dacryoadenitis
MONDO:0004805,leukocyte disease
MONDO:0004806,chronic eosinophilic pneumonia
MONDO:0004807,obsolete Loeffler syndrome
MONDO:0004808,benign mammary dysplasia
MONDO:0004809,obsolete cannabis abuse
MONDO:0004810,acute ethmoiditis
MONDO:0004811,simple chronic conjunctivitis
MONDO:0004812,acute dacryoadenitis
MONDO:0004813,tuberculous pneumothorax
MONDO:0004814,obsolete vascular skin disease
MONDO:0004815,osteosclerotic plasma cell myeloma
