"protein_id","protein_name","drug_id","drug_name","act_type","act_value"
17676,KCNKI_HUMAN,2439,sevoflurane,,
17827,GLRA1_HUMAN,2439,sevoflurane,,
8449,SC6A4_HUMAN,2440,sibutramine,Ki,6.52570000
8206,SC6A2_HUMAN,2440,sibutramine,Ki,5.26350000
8358,SC6A3_HUMAN,2440,sibutramine,Ki,6.02550000
10515,PDE5A_HUMAN,2441,sildenafil,IC50,9.00000000
6025,HMDH_HUMAN,2445,simvastatin,IC50,7.77000000
6380,FKB1A_HUMAN,2446,sirolimus,Kd,8.96000000
696,DPP4_HUMAN,2448,sitagliptin,Ki,7.77400000
1079,ELNE_HUMAN,2452,sivelestat,Ki,6.70000000
15379,ACM2_HUMAN,2457,solifenacin,IC50,6.24000000
15325,ACM3_HUMAN,2457,solifenacin,IC50,6.88000000
10475,PGFRB_HUMAN,2459,sorafenib,Kd,7.43000000
17769,KIT_HUMAN,2459,sorafenib,Kd,7.80000000
3405,RAF1_HUMAN,2459,sorafenib,Ki,8.22000000
13343,BRAF_HUMAN,2459,sorafenib,Ki,7.66000000
6304,FLT3_HUMAN,2459,sorafenib,Kd,8.35000000
3437,RET_HUMAN,2459,sorafenib,Kd,8.13000000
15139,VGFR1_HUMAN,2459,sorafenib,Kd,7.51000000
15140,VGFR2_HUMAN,2459,sorafenib,Ki,10.68000000
5362,VGFR3_HUMAN,2459,sorafenib,Kd,7.80000000
15871,ADRB1_HUMAN,2464,sotalol,Ki,6.10000000
15277,ADRB2_HUMAN,2464,sotalol,Ki,6.90000000
17974,KCNH2_HUMAN,2464,sotalol,Ki,4.00000000
570,DRD2_HUMAN,2470,spiperone,Ki,10.22000000
15543,"5HT2A_HUMAN",2470,spiperone,Ki,8.65000000
15580,ACE_HUMAN,2474,spirapril,IC50,9.10000000
11754,MCR_HUMAN,2475,spironolactone,IC50,9.88440000
15965,ANDR_HUMAN,2477,stanozolol,,
15345,ACHA_HUMAN,2489,suxamethonium,,
15307,ACHG_HUMAN,2489,suxamethonium,,
15678,ACHB_HUMAN,2489,suxamethonium,,
15596,ACHE_HUMAN,2489,suxamethonium,,
15266,ACHD_HUMAN,2489,suxamethonium,,
18529,OPRM_HUMAN,2491,sufentanil,EC50,8.13000000
11868,LOX5_HUMAN,2525,sulfasalazine,,
10479,PGH1_HUMAN,2525,sulfasalazine,,
10808,PGH2_HUMAN,2525,sulfasalazine,,
4116,S22AC_HUMAN,2528,sulfinpyrazone,IC50,4.00000000
10808,PGH2_HUMAN,2534,sulindac,IC50,4.25000000
570,DRD2_HUMAN,2537,sulpiride,Ki,8.12000000
15254,"5HT1B_HUMAN",2543,sumatriptan,Ki,8.26000000
16115,"5HT1D_HUMAN",2543,sumatriptan,Ki,8.92000000
10475,PGFRB_HUMAN,2544,sunitinib,Kd,10.12000000
17769,KIT_HUMAN,2544,sunitinib,Kd,9.68000000
6304,FLT3_HUMAN,2544,sunitinib,Kd,9.66000000
15140,VGFR2_HUMAN,2544,sunitinib,Kd,9.70000000
5362,VGFR3_HUMAN,2544,sunitinib,Ki,7.77000000
1969,CSF1R_HUMAN,2544,sunitinib,Kd,8.70000000
10808,PGH2_HUMAN,2546,suprofen,IC50,5.06000000
10479,PGH1_HUMAN,2546,suprofen,IC50,5.96000000
8257,SCTR_HUMAN,2548,secretin human,EC50,9.70000000
15595,ACES_HUMAN,2551,tacrine,Ki,7.14000000
6380,FKB1A_HUMAN,2552,tacrolimus,Kd,9.39800000
10515,PDE5A_HUMAN,2553,tadalafil,Ki,8.00000000
1320,GBRP_HUMAN,2556,talbutal,,
1035,GBRD_HUMAN,2556,talbutal,,
1031,GBRA1_HUMAN,2556,talbutal,,
1315,GBRB1_HUMAN,2556,talbutal,,
1283,GBRG2_HUMAN,2556,talbutal,,
1316,GBRB3_HUMAN,2556,talbutal,,
1313,GBRA5_HUMAN,2556,talbutal,,
1309,GBRA3_HUMAN,2556,talbutal,,
2748,GBRA2_HUMAN,2556,talbutal,,
2778,GBRB2_HUMAN,2556,talbutal,,
1311,GBRA4_HUMAN,2556,talbutal,,
1365,GBRE_HUMAN,2556,talbutal,,
2776,GBRA6_HUMAN,2556,talbutal,,
1282,GBRG1_HUMAN,2556,talbutal,,
1036,GBRG3_HUMAN,2556,talbutal,,
1323,GBRT_HUMAN,2556,talbutal,,
767,ESR1_HUMAN,2561,tamoxifen,Ki,7.51000000
10723,RARA_HUMAN,2571,tazarotene,EC50,7.20000000
10648,RARB_HUMAN,2571,tazarotene,EC50,9.10000000
3504,RARG_HUMAN,2571,tazarotene,EC50,7.40000000
15369,"5HT4R_HUMAN",2579,tegaserod,Ki,8.40000000
15898,AGTR1_HUMAN,2583,telmisartan,IC50,9.31000000
1031,GBRA1_HUMAN,2585,temazepam,,
1283,GBRG2_HUMAN,2585,temazepam,,
2778,GBRB2_HUMAN,2585,temazepam,,
9079,TOP2A_HUMAN,2590,teniposide,,
15277,ADRB2_HUMAN,2598,terbutaline,Ki,5.60000000
6721,HRH1_HUMAN,2600,terfenadine,Ki,8.69900000
13532,CP19A_HUMAN,2606,testolactone,Ki,4.46000000
15965,ANDR_HUMAN,2607,testosterone,EC50,9.20000000
15965,ANDR_HUMAN,2608,testosterone undecanoate,,
14338,VMAT2_HUMAN,2609,tetrabenazine,Ki,7.00000000
8363,SCN5A_HUMAN,2610,tetracaine,IC50,6.28000000
4110,SCN2A_HUMAN,2610,tetracaine,IC50,5.96000000
8459,SCN9A_HUMAN,2610,tetracaine,Ki,6.30000000
8481,SCN1A_HUMAN,2610,tetracaine,IC50,5.47000000
4110,SCN2A_HUMAN,2610,tetracaine,IC50,5.47000000
8369,SCN3A_HUMAN,2610,tetracaine,IC50,5.47000000
9867,PH4H_HUMAN,2612,sapropterin,Ki,5.40000000
10461,PDE3A_HUMAN,2620,theophylline,Ki,3.85000000
10540,PDE4A_HUMAN,2620,theophylline,Ki,4.11000000
15544,AA2AR_HUMAN,2620,theophylline,Ki,9.22000000
16170,AA1R_HUMAN,2620,theophylline,Ki,9.22000000
15560,AA2BR_HUMAN,2620,theophylline,Ki,5.57000000
1320,GBRP_HUMAN,2626,thiamylal,,
1035,GBRD_HUMAN,2626,thiamylal,,
1031,GBRA1_HUMAN,2626,thiamylal,,
1315,GBRB1_HUMAN,2626,thiamylal,,
1283,GBRG2_HUMAN,2626,thiamylal,,
1316,GBRB3_HUMAN,2626,thiamylal,,
1313,GBRA5_HUMAN,2626,thiamylal,,
1309,GBRA3_HUMAN,2626,thiamylal,,
2748,GBRA2_HUMAN,2626,thiamylal,,
2778,GBRB2_HUMAN,2626,thiamylal,,
1311,GBRA4_HUMAN,2626,thiamylal,,
1365,GBRE_HUMAN,2626,thiamylal,,
2776,GBRA6_HUMAN,2626,thiamylal,,
1282,GBRG1_HUMAN,2626,thiamylal,,
1036,GBRG3_HUMAN,2626,thiamylal,,
1323,GBRT_HUMAN,2626,thiamylal,,
570,DRD2_HUMAN,2630,thiethylperazine,Ki,8.69900000
18080,IMDH1_HUMAN,2632,thioguanine,,
18029,IMDH2_HUMAN,2632,thioguanine,,
1031,GBRA1_HUMAN,2633,thiopental,,
1283,GBRG2_HUMAN,2633,thiopental,,
2778,GBRB2_HUMAN,2633,thiopental,,
570,DRD2_HUMAN,2637,thioridazine,IC50,7.40000000
570,DRD2_HUMAN,2639,thiothixene,Ki,9.34678745
9133,THA_HUMAN,2646,levothyroxine,EC50,7.72000000
16629,THB_HUMAN,2646,levothyroxine,IC50,8.52000000
8507,SC6A1_HUMAN,2648,tiagabine,Ki,7.77000000
18310,P2Y12_HUMAN,2657,ticlopidine,,
15325,ACM3_HUMAN,2677,tiotropium bromide,Ki,11.10000000
15360,ADA2B_HUMAN,2683,tizanidine,,
15848,ADA2A_HUMAN,2683,tizanidine,EC50,7.07000000
15387,ADA2C_HUMAN,2683,tizanidine,EC50,5.91000000
8481,SCN1A_HUMAN,2686,tocainide,,
8479,SCN4A_HUMAN,2686,tocainide,,
8214,SCN7A_HUMAN,2686,tocainide,,
8363,SCN5A_HUMAN,2686,tocainide,,
8459,SCN9A_HUMAN,2686,tocainide,,
4110,SCN2A_HUMAN,2686,tocainide,,
8369,SCN3A_HUMAN,2686,tocainide,,
8255,SCNBA_HUMAN,2686,tocainide,,
8483,SCN8A_HUMAN,2686,tocainide,,
8364,SCNAA_HUMAN,2686,tocainide,,
16117,ABCC8_HUMAN,2694,tolazamide,,
19228,KCJ11_HUMAN,2694,tolazamide,,
15848,ADA2A_HUMAN,2695,tolazoline,Ki,6.64000000
15934,ADA1A_HUMAN,2695,tolazoline,Ki,5.50000000
15360,ADA2B_HUMAN,2695,tolazoline,Ki,5.50000000
15387,ADA2C_HUMAN,2695,tolazoline,Ki,5.43000000
14141,COMT_HUMAN,2697,tolcapone,Ki,9.56863594
10808,PGH2_HUMAN,2699,tolmetin,IC50,6.84000000
10479,PGH1_HUMAN,2699,tolmetin,IC50,6.27000000
15379,ACM2_HUMAN,2705,tolterodine,Ki,8.57000000
15325,ACM3_HUMAN,2705,tolterodine,Ki,8.49000000
8363,SCN5A_HUMAN,2706,topiramate,,
1031,GBRA1_HUMAN,2706,topiramate,,
1283,GBRG2_HUMAN,2706,topiramate,,
2778,GBRB2_HUMAN,2706,topiramate,,
13132,CAH2_HUMAN,2706,topiramate,Ki,8.30000000
13175,CAH4_HUMAN,2706,topiramate,Ki,5.31000000
17630,GRIK1_HUMAN,2706,topiramate,,
17706,GRIK2_HUMAN,2706,topiramate,,
17708,GRIK3_HUMAN,2706,topiramate,,
17624,GRIK4_HUMAN,2706,topiramate,,
17625,GRIK5_HUMAN,2706,topiramate,,
17952,GRIA1_HUMAN,2706,topiramate,,
17704,GRIA2_HUMAN,2706,topiramate,,
17705,GRIA3_HUMAN,2706,topiramate,,
17449,GRIA4_HUMAN,2706,topiramate,,
8481,SCN1A_HUMAN,2706,topiramate,,
7685,TOP1M_HUMAN,2707,topotecan,,
4556,S12A1_HUMAN,2708,torsemide,IC50,6.40000000
767,ESR1_HUMAN,2709,toremifene,,
18529,OPRM_HUMAN,2711,tramadol,Ki,5.80000000
15580,ACE_HUMAN,2712,trandolapril,IC50,8.12000000
10142,PLMN_HUMAN,2713,tranexamic acid,Kd,5.96000000
15970,AOFB_HUMAN,2715,tranylcypromine,IC50,7.48000000
8449,SC6A4_HUMAN,2717,trazodone,Kd,6.80000000
15543,"5HT2A_HUMAN",2717,trazodone,Ki,7.35000000
16165,"5HT2C_HUMAN",2717,trazodone,Ki,6.65000000
10750,PI2R_HUMAN,2720,treprostinil,EC50,8.72000000
10723,RARA_HUMAN,2722,tretinoin,EC50,6.70000000
10648,RARB_HUMAN,2722,tretinoin,EC50,6.70000000
3504,RARG_HUMAN,2722,tretinoin,EC50,6.70000000
1184,GCR_HUMAN,2725,triamcinolone,Ki,7.58502665
1184,GCR_HUMAN,2726,triamcinolone acetonide,EC50,9.30000000
1184,GCR_HUMAN,2727,triamcinolone diacetate,,
4107,SCNNA_HUMAN,2728,triamterene,IC50,5.30000019
8212,SCNNB_HUMAN,2728,triamterene,IC50,5.30000019
4109,SCNNG_HUMAN,2728,triamterene,IC50,5.30000019
1031,GBRA1_HUMAN,2729,triazolam,Ki,9.15490000
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.15490000
2778,GBRB2_HUMAN,2729,triazolam,Ki,9.15490000
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.22910000
1316,GBRB3_HUMAN,2729,triazolam,Ki,9.22910000
2748,GBRA2_HUMAN,2729,triazolam,Ki,9.22910000
1283,GBRG2_HUMAN,2729,triazolam,Ki,8.84470000
1316,GBRB3_HUMAN,2729,triazolam,Ki,8.84470000
1309,GBRA3_HUMAN,2729,triazolam,Ki,8.84470000
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.02000000
1316,GBRB3_HUMAN,2729,triazolam,Ki,9.02000000
1313,GBRA5_HUMAN,2729,triazolam,Ki,9.02000000
1031,GBRA1_HUMAN,2729,triazolam,Ki,8.63830000
2778,GBRB2_HUMAN,2729,triazolam,Ki,8.63830000
1036,GBRG3_HUMAN,2729,triazolam,Ki,8.63830000
1031,GBRA1_HUMAN,2729,triazolam,Ki,9.09690000
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.09690000
1316,GBRB3_HUMAN,2729,triazolam,Ki,9.09690000
1283,GBRG2_HUMAN,2729,triazolam,Ki,8.87610000
1309,GBRA3_HUMAN,2729,triazolam,Ki,8.87610000
2778,GBRB2_HUMAN,2729,triazolam,Ki,8.87610000
1309,GBRA3_HUMAN,2729,triazolam,Ki,8.10790000
2778,GBRB2_HUMAN,2729,triazolam,Ki,8.10790000
1036,GBRG3_HUMAN,2729,triazolam,Ki,8.10790000
1316,GBRB3_HUMAN,2729,triazolam,Ki,8.69900000
1313,GBRA5_HUMAN,2729,triazolam,Ki,8.69900000
1036,GBRG3_HUMAN,2729,triazolam,Ki,8.69900000
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.22180000
1313,GBRA5_HUMAN,2729,triazolam,Ki,9.22180000
2778,GBRB2_HUMAN,2729,triazolam,Ki,9.22180000
2778,GBRB2_HUMAN,2729,triazolam,Ki,8.69900000
1035,GBRD_HUMAN,2729,triazolam,Ki,9.10000038
1031,GBRA1_HUMAN,2729,triazolam,Ki,9.10000038
1315,GBRB1_HUMAN,2729,triazolam,Ki,9.10000038
1283,GBRG2_HUMAN,2729,triazolam,Ki,9.10000038
1316,GBRB3_HUMAN,2729,triazolam,Ki,9.10000038
1313,GBRA5_HUMAN,2729,triazolam,Ki,9.10000038
1309,GBRA3_HUMAN,2729,triazolam,Ki,9.10000038
2748,GBRA2_HUMAN,2729,triazolam,Ki,9.10000038
2778,GBRB2_HUMAN,2729,triazolam,Ki,9.10000038
1311,GBRA4_HUMAN,2729,triazolam,Ki,9.10000038
2776,GBRA6_HUMAN,2729,triazolam,Ki,9.10000038
1282,GBRG1_HUMAN,2729,triazolam,Ki,9.10000038
1036,GBRG3_HUMAN,2729,triazolam,Ki,9.10000038
8380,S12A3_HUMAN,2733,trichlormethiazide,A2,7.00000000
1320,GBRP_HUMAN,2735,triclofos,,
1035,GBRD_HUMAN,2735,triclofos,,
1031,GBRA1_HUMAN,2735,triclofos,,
1315,GBRB1_HUMAN,2735,triclofos,,
1283,GBRG2_HUMAN,2735,triclofos,,
1316,GBRB3_HUMAN,2735,triclofos,,
1313,GBRA5_HUMAN,2735,triclofos,,
1309,GBRA3_HUMAN,2735,triclofos,,
2748,GBRA2_HUMAN,2735,triclofos,,
2778,GBRB2_HUMAN,2735,triclofos,,
1311,GBRA4_HUMAN,2735,triclofos,,
1365,GBRE_HUMAN,2735,triclofos,,
2776,GBRA6_HUMAN,2735,triclofos,,
1282,GBRG1_HUMAN,2735,triclofos,,
1036,GBRG3_HUMAN,2735,triclofos,,
1323,GBRT_HUMAN,2735,triclofos,,
15806,ACM1_HUMAN,2737,tridihexethyl,,
15325,ACM3_HUMAN,2737,tridihexethyl,,
570,DRD2_HUMAN,2740,trifluoperazine,Ki,8.84096813
570,DRD2_HUMAN,2742,triflupromazine,Ki,8.55284214
15806,ACM1_HUMAN,2745,trihexyphenidyl,IC50,8.89000000
15570,"3BHS2_HUMAN",2746,trilostane,,
6721,HRH1_HUMAN,2749,alimemazine,,
13062,CAC1G_HUMAN,2751,trimethadione,,
15384,ACHB4_HUMAN,2752,trimetaphan,,
15305,ACHA3_HUMAN,2752,trimetaphan,,
8206,SC6A2_HUMAN,2758,trimipramine,Ki,5.61000000
8449,SC6A4_HUMAN,2758,trimipramine,Ki,6.82681370
8358,SC6A3_HUMAN,2758,trimipramine,Ki,5.42250824
6721,HRH1_HUMAN,2762,tripelennamine,IC50,7.40000000
6721,HRH1_HUMAN,2763,triprolidine,Ki,9.90000000
19023,PPARG_HUMAN,2767,troglitazone,EC50,6.27000000
15325,ACM3_HUMAN,2774,tropicamide,Ki,7.52287875
16197,"5HT3A_HUMAN",2775,tropisetron,Ki,8.80000000
15379,ACM2_HUMAN,2776,trospium,Ki,8.94000000
15325,ACM3_HUMAN,2776,trospium,Ki,8.99000000
15345,ACHA_HUMAN,2781,tubocurarine,IC50,7.61980000
15678,ACHB_HUMAN,2781,tubocurarine,IC50,7.61980000
15266,ACHD_HUMAN,2781,tubocurarine,IC50,7.61980000
15934,ADA1A_HUMAN,2796,urapidil,Ki,8.85000000
15894,ADA1D_HUMAN,2796,urapidil,Ki,7.90000000
15686,ADA1B_HUMAN,2796,urapidil,Ki,7.10000000
12860,NR1H4_HUMAN,2797,ursodiol,,
10808,PGH2_HUMAN,2799,valdecoxib,IC50,8.30000000
4915,SSDH_HUMAN,2803,valproic acid,,
9079,TOP2A_HUMAN,2805,valrubicin,,
15898,AGTR1_HUMAN,2806,valsartan,Ki,5.33000000
15382,ACHB2_HUMAN,2808,varenicline,Ki,9.39790000
15568,ACHA4_HUMAN,2808,varenicline,Ki,9.39790000
10515,PDE5A_HUMAN,2809,vardenafil,IC50,9.15490000
5334,V1AR_HUMAN,2810,vasopressin,Ki,9.59000000
14150,V1BR_HUMAN,2810,vasopressin,Ki,9.31000000
14151,V2R_HUMAN,2810,vasopressin,Ki,8.92000000
15345,ACHA_HUMAN,2811,vecuronium,IC50,7.82390000
15678,ACHB_HUMAN,2811,vecuronium,IC50,7.82390000
15266,ACHD_HUMAN,2811,vecuronium,IC50,7.82390000
8449,SC6A4_HUMAN,2813,venlafaxine,Kd,8.05060000
8206,SC6A2_HUMAN,2813,venlafaxine,Kd,5.97470000
13401,CAC1S_HUMAN,2815,verapamil,,
13073,CAC1C_HUMAN,2815,verapamil,IC50,6.00000000
17820,GABT_HUMAN,2819,vigabatrin,,
5290,VDR_HUMAN,2838,ergocalciferol,,
5290,VDR_HUMAN,2840,colecalciferol,EC50,9.68000000
14169,VKOR1_HUMAN,2847,warfarin,IC50,7.00000000
13836,CLTR1_HUMAN,2855,zafirlukast,Ki,9.50000000
1283,GBRG2_HUMAN,2857,zaleplon,EC50,5.78890000
1316,GBRB3_HUMAN,2857,zaleplon,EC50,5.78890000
2748,GBRA2_HUMAN,2857,zaleplon,EC50,5.78890000
11868,LOX5_HUMAN,2862,zileuton,IC50,6.52000000
570,DRD2_HUMAN,2865,ziprasidone,Ki,8.32000000
15543,"5HT2A_HUMAN",2865,ziprasidone,Ki,9.40000000
5814,FPPS_HUMAN,2868,zoledronic acid,Ki,10.15000000
15254,"5HT1B_HUMAN",2869,zolmitriptan,Ki,7.70000000
16115,"5HT1D_HUMAN",2869,zolmitriptan,Ki,8.90000000
1031,GBRA1_HUMAN,2870,zolpidem,EC50,6.70330000
1283,GBRG2_HUMAN,2870,zolpidem,EC50,6.70330000
2778,GBRB2_HUMAN,2870,zolpidem,EC50,6.70330000
1283,GBRG2_HUMAN,2870,zolpidem,Ki,6.80690000
1316,GBRB3_HUMAN,2870,zolpidem,Ki,6.80690000
2748,GBRA2_HUMAN,2870,zolpidem,Ki,6.80690000
1283,GBRG2_HUMAN,2870,zolpidem,Ki,6.41680000
1316,GBRB3_HUMAN,2870,zolpidem,Ki,6.41680000
1309,GBRA3_HUMAN,2870,zolpidem,Ki,6.41680000
1031,GBRA1_HUMAN,2870,zolpidem,Ki,7.57350000
1283,GBRG2_HUMAN,2870,zolpidem,Ki,7.57350000
1316,GBRB3_HUMAN,2870,zolpidem,Ki,7.57350000
1283,GBRG2_HUMAN,2870,zolpidem,Ki,6.16430000
1309,GBRA3_HUMAN,2870,zolpidem,Ki,6.16430000
2778,GBRB2_HUMAN,2870,zolpidem,Ki,6.16430000
1031,GBRA1_HUMAN,2870,zolpidem,Ki,7.68000000
8481,SCN1A_HUMAN,2872,zonisamide,,
13130,CAC1B_HUMAN,2878,ziconotide,,
18039,GNRHR_HUMAN,2958,gonadorelin,IC50,8.00000000
14151,V2R_HUMAN,2959,lypressin,,
5334,V1AR_HUMAN,2959,lypressin,,
14150,V1BR_HUMAN,2959,lypressin,,
18039,GNRHR_HUMAN,2968,triptorelin,EC50,9.02500000
15345,ACHA_HUMAN,2974,doxacurium,,
15678,ACHB_HUMAN,2974,doxacurium,,
15266,ACHD_HUMAN,2974,doxacurium,,
18039,GNRHR_HUMAN,2975,histrelin,,
17795,GLR_HUMAN,2994,glucagon,EC50,9.00000000
8481,SCN1A_HUMAN,3016,oxybuprocaine,IC50,5.54000000
4110,SCN2A_HUMAN,3016,oxybuprocaine,IC50,5.54000000
8369,SCN3A_HUMAN,3016,oxybuprocaine,IC50,5.54000000
8364,SCNAA_HUMAN,3016,oxybuprocaine,,
7612,TRPV1_HUMAN,3064,capsaicin,Ki,8.22000000
3032,CPSM_HUMAN,3068,carglumic acid,,
8481,SCN1A_HUMAN,3070,articaine,IC50,4.29000000
4110,SCN2A_HUMAN,3070,articaine,IC50,4.29000000
8369,SCN3A_HUMAN,3070,articaine,IC50,4.29000000
1184,GCR_HUMAN,3135,desonide,,
1184,GCR_HUMAN,3142,difluprednate,,
767,ESR1_HUMAN,3187,estriol,Ki,8.67000000
767,ESR1_HUMAN,3188,estrone,EC50,9.15000000
767,ESR1_HUMAN,3248,fosfestrol,,
1652,ESR2_HUMAN,3248,fosfestrol,,
570,DRD2_HUMAN,3294,iloperidone,Ki,8.96870000
15543,"5HT2A_HUMAN",3294,iloperidone,Ki,9.85940000
15965,ANDR_HUMAN,3341,mestanolone,,
15965,ANDR_HUMAN,3356,methyltestosterone,EC50,9.66000000
15848,ADA2A_HUMAN,3369,naphazoline,Ki,7.67999983
15360,ADA2B_HUMAN,3369,naphazoline,Ki,6.38999987
15387,ADA2C_HUMAN,3369,naphazoline,Ki,6.38999987
9552,SGMR1_HUMAN,3424,pentazocine,EC50,8.76000000
767,ESR1_HUMAN,3482,polyestradiol phosphate,,
15871,ADRB1_HUMAN,3486,practolol,Ki,6.80000000
8481,SCN1A_HUMAN,3496,propoxycaine,IC50,4.62000000
4110,SCN2A_HUMAN,3496,propoxycaine,IC50,4.62000000
8369,SCN3A_HUMAN,3496,propoxycaine,IC50,4.62000000
15970,AOFB_HUMAN,3521,rasagiline,Ki,6.15000000
9939,PE2R2_HUMAN,3529,rioprostil,,
10540,PDE4A_HUMAN,3531,roflumilast,IC50,9.10000000
10541,PDE4B_HUMAN,3531,roflumilast,IC50,9.10000000
10463,PDE4C_HUMAN,3531,roflumilast,IC50,9.10000000
10402,PDE4D_HUMAN,3531,roflumilast,IC50,9.10000000
8481,SCN1A_HUMAN,3534,rufinamide,,
8479,SCN4A_HUMAN,3534,rufinamide,,
8214,SCN7A_HUMAN,3534,rufinamide,,
8363,SCN5A_HUMAN,3534,rufinamide,,
8459,SCN9A_HUMAN,3534,rufinamide,,
4110,SCN2A_HUMAN,3534,rufinamide,,
8369,SCN3A_HUMAN,3534,rufinamide,,
8255,SCNBA_HUMAN,3534,rufinamide,,
8483,SCN8A_HUMAN,3534,rufinamide,,
8364,SCNAA_HUMAN,3534,rufinamide,,
15898,AGTR1_HUMAN,3542,saralasin,Ki,9.77000000
17480,EDNRA_HUMAN,3548,sitaxentan,Ki,9.37000000
15934,ADA1A_HUMAN,3584,terazosin,Ki,8.95000000
15894,ADA1D_HUMAN,3584,terazosin,Ki,9.20000000
15686,ADA1B_HUMAN,3584,terazosin,Ki,9.08000000
15848,ADA2A_HUMAN,3591,tetryzoline,,
15360,ADA2B_HUMAN,3591,tetryzoline,,
15387,ADA2C_HUMAN,3591,tetryzoline,,
15894,ADA1D_HUMAN,3591,tetryzoline,,
15934,ADA1A_HUMAN,3591,tetryzoline,,
15686,ADA1B_HUMAN,3591,tetryzoline,,
15848,ADA2A_HUMAN,3659,yohimbine,Ki,9.38000000
15360,ADA2B_HUMAN,3659,yohimbine,Ki,8.70000000
15387,ADA2C_HUMAN,3659,yohimbine,Ki,9.30000000
10723,RARA_HUMAN,3862,alitretinoin,EC50,6.52000000
8172,RXRA_HUMAN,3862,alitretinoin,EC50,6.50000000
4571,RXRB_HUMAN,3862,alitretinoin,EC50,6.70000000
4230,RXRG_HUMAN,3862,alitretinoin,EC50,6.66000000
10648,RARB_HUMAN,3862,alitretinoin,EC50,7.30000000
3504,RARG_HUMAN,3862,alitretinoin,EC50,7.13000000
1184,GCR_HUMAN,3911,clobetasone butyrate,,
1184,GCR_HUMAN,3920,dexamethasone phosphate,IC50,9.30000000
9079,TOP2A_HUMAN,3944,etoposide phosphate,,
15848,ADA2A_HUMAN,3952,guanabenz,Ki,7.82390874
15360,ADA2B_HUMAN,3952,guanabenz,Ki,7.16749109
15387,ADA2C_HUMAN,3952,guanabenz,Ki,6.79317412
1184,GCR_HUMAN,3959,hydrocortisone butyrate,,
15871,ADRB1_HUMAN,4061,timolol,Ki,9.00000000
15277,ADRB2_HUMAN,4061,timolol,Ki,9.70000000
10177,PEPA5_HUMAN,4106,sucralfate,,
207,CNR1_HUMAN,4109,dronabinol,Ki,8.54000000
18310,P2Y12_HUMAN,4113,prasugrel,,
696,DPP4_HUMAN,4114,saxagliptin,Ki,9.22000000
570,DRD2_HUMAN,4115,asenapine,Ki,8.75000000
15543,"5HT2A_HUMAN",4115,asenapine,Ki,9.61000000
1137,DYR_HUMAN,4117,pralatrexate,Ki,7.35000000
10475,PGFRB_HUMAN,4118,pazopanib,Kd,8.70000000
17769,KIT_HUMAN,4118,pazopanib,Kd,8.74000000
12122,LCK_HUMAN,4118,pazopanib,Kd,5.92000000
15139,VGFR1_HUMAN,4118,pazopanib,Kd,7.85000000
15140,VGFR2_HUMAN,4118,pazopanib,Kd,7.85000000
5362,VGFR3_HUMAN,4118,pazopanib,Kd,7.57000000
1969,CSF1R_HUMAN,4118,pazopanib,Kd,8.10000000
10102,PGFRA_HUMAN,4118,pazopanib,Kd,8.31000000
6618,FGFR3_HUMAN,4118,pazopanib,Kd,6.21000000
6463,FGFR1_HUMAN,4118,pazopanib,Kd,6.00000000
6974,ITK_HUMAN,4118,pazopanib,,
16823,CLCN2_HUMAN,4123,lubiprostone,,
6248,HDAC2_HUMAN,4124,vorinostat,Ki,8.80000000
6169,HDAC1_HUMAN,4124,vorinostat,Ki,8.89000000
17781,HDAC3_HUMAN,4124,vorinostat,Ki,8.30000000
6166,HDAC6_HUMAN,4124,vorinostat,Ki,9.00000000
8206,SC6A2_HUMAN,4135,lisdexamfetamine,,
14338,VMAT2_HUMAN,4135,lisdexamfetamine,,
8358,SC6A3_HUMAN,4135,lisdexamfetamine,,
15965,ANDR_HUMAN,4146,testosterone propionate,Ki,9.60000000
15934,ADA1A_HUMAN,4151,silodosin,Ki,10.44000000
6380,FKB1A_HUMAN,4161,temsirolimus,,
13904,ATP4A_HUMAN,4162,dexlansoprazole,,
13905,ATP4B_HUMAN,4162,dexlansoprazole,,
19290,KCNQ3_HUMAN,4163,fampridine,IC50,4.05000000
17648,KCNQ2_HUMAN,4163,fampridine,IC50,4.05000000
17668,KCNH1_HUMAN,4163,fampridine,IC50,4.05000000
19235,KCNA2_HUMAN,4163,fampridine,IC50,4.05000000
7028,KCNA6_HUMAN,4163,fampridine,IC50,4.05000000
19231,KCNA3_HUMAN,4163,fampridine,IC50,4.05000000
19232,KCNA4_HUMAN,4163,fampridine,IC50,4.05000000
19284,KCNA5_HUMAN,4163,fampridine,IC50,4.05000000
7034,KCNC1_HUMAN,4163,fampridine,IC50,4.05000000
17677,KCNQ1_HUMAN,4163,fampridine,IC50,4.05000000
7035,KCNQ4_HUMAN,4163,fampridine,IC50,4.05000000
19291,KCNC4_HUMAN,4163,fampridine,IC50,4.05000000
19288,KCNA1_HUMAN,4163,fampridine,IC50,4.05000000
17974,KCNH2_HUMAN,4163,fampridine,IC50,4.05000000
19237,KCNC3_HUMAN,4163,fampridine,IC50,4.05000000
19287,KCNB1_HUMAN,4163,fampridine,IC50,4.05000000
